iter	Logloss
0	0.2111310765
1	0.06647365562
2	0.02672065748
3	0.01438738265
4	0.00886839662
5	0.006880826435
6	0.006100270975
7	0.005148054243
8	0.00429289871
9	0.003992117207
10	0.003724226826
11	0.003642661421
12	0.003417317314
13	0.00329294464
14	0.003057071729
15	0.002814110751
16	0.002554880042
17	0.002489493684
18	0.002390309342
19	0.002132602179
20	0.002102340321
21	0.00207424203
22	0.001946501428
23	0.001946599926
24	0.00192905557
25	0.001743994279
26	0.001686054455
27	0.001638067813
28	0.001569104826
29	0.001569187582
30	0.001518833749
31	0.001483866115
32	0.001483732542
33	0.001483773798
34	0.001477593011
35	0.001477661897
36	0.001477650797
37	0.001477525363
38	0.001477525363
39	0.00143168797
40	0.001377863233
41	0.001317608444
42	0.001296339218
43	0.001296391479
44	0.001296264909
45	0.001296212814
46	0.001296176259
47	0.001296276443
48	0.001296101365
49	0.001296101365
50	0.001296243432
51	0.001254897666
52	0.00123509511
53	0.001190108391
54	0.001189970063
55	0.001189938214
56	0.001189988216
57	0.001190028629
58	0.001190043383
59	0.001190043383
60	0.001190043383
61	0.001190043383
62	0.001190043383
63	0.001190043383
64	0.001190043383
65	0.001190043383
66	0.001190043383
67	0.001190043383
68	0.001190043383
69	0.001190043383
70	0.001190043383
71	0.001190043383
72	0.001190043383
73	0.001190005923
74	0.001189974651
75	0.001189850649
76	0.001189843765
77	0.001189948584
78	0.001189760931
79	0.001189854832
80	0.00118967663
81	0.001189780543
82	0.001189558035
83	0.001189591849
84	0.001189615952
85	0.001189553899
86	0.001189548039
87	0.001189707719
88	0.001189409548
89	0.001189400043
90	0.001189400043
91	0.001189400043
92	0.001189400043
93	0.001189400043
94	0.001189400043
95	0.001189400043
96	0.001189400043
97	0.001189400043
98	0.001189400043
99	0.001189400043
100	0.001189400043
101	0.001189400043
102	0.001189400043
103	0.001189400043
104	0.001189400043
105	0.001189400043
106	0.001189400043
107	0.001189400043
108	0.001189400043
109	0.001189400043
110	0.001189400043
111	0.001189400043
112	0.001189400043
113	0.001189400043
114	0.001189400043
115	0.001189400043
116	0.001189400043
117	0.001189400043
118	0.001189400043
119	0.001189400043
120	0.001189400043
121	0.001189400043
122	0.001189400043
123	0.001189400043
124	0.001189400043
125	0.001189400043
126	0.001189400043
127	0.001189400043
128	0.001189400043
129	0.001189400043
130	0.001189400043
131	0.001189400043
132	0.001189400043
133	0.001189400043
134	0.001189400043
135	0.001189400043
136	0.001189400043
137	0.001189400043
138	0.001189400043
139	0.001189400043
140	0.001189400043
141	0.001189400043
142	0.001189400043
143	0.001189400043
144	0.001189400043
145	0.001189400043
146	0.001189400043
147	0.001189400043
148	0.001189400043
149	0.001189400043
150	0.001189400043
151	0.001189400043
152	0.001189400043
153	0.001189400043
154	0.001189400043
155	0.001189400043
156	0.001189400043
157	0.001189400043
158	0.001189400043
159	0.001189400043
160	0.001189400043
161	0.001189400043
162	0.001189400043
163	0.001189400043
164	0.001189400043
165	0.001189400043
166	0.001189400043
167	0.001189400043
168	0.001189400043
169	0.001189400043
170	0.001189400043
171	0.001189400043
172	0.001189400043
173	0.001189400043
174	0.001189400043
175	0.001189400043
176	0.001189400043
177	0.001189400043
178	0.001189400043
179	0.001189400043
180	0.001189400043
181	0.001189400043
182	0.001189400043
183	0.001189400043
184	0.001189400043
185	0.001189400043
186	0.001189400043
187	0.001189400043
188	0.001189400043
189	0.001189400043
190	0.001189400043
191	0.001189400043
192	0.001189400043
193	0.001189400043
194	0.001189400043
195	0.001189400043
196	0.001189400043
197	0.001189400043
198	0.001189400043
199	0.001189400043
200	0.001189400043
201	0.001189400043
202	0.001189400043
203	0.001189400043
204	0.001189400043
205	0.001189400043
206	0.001189400043
207	0.001189400043
208	0.001189400043
209	0.001189400043
210	0.001189400043
211	0.001189400043
212	0.001189400043
213	0.001189400043
214	0.001189400043
215	0.001189400043
216	0.001189400043
217	0.001189400043
218	0.001189400043
219	0.001189400043
220	0.001189400043
221	0.001189400043
222	0.001189400043
223	0.001189400043
224	0.001189400043
225	0.001189400043
226	0.001189400043
227	0.001189400043
228	0.001189400043
229	0.001189400043
230	0.001189400043
231	0.001189400043
232	0.001189400043
233	0.001189400043
234	0.001189400043
235	0.001189400043
236	0.001189400043
237	0.001189400043
238	0.001189400043
239	0.001189400043
240	0.001189400043
241	0.001189400043
242	0.001189400043
243	0.001189400043
244	0.001189400043
245	0.001189400043
246	0.001189400043
247	0.001189400043
248	0.001189400043
249	0.001189400043
250	0.001189400043
251	0.001189400043
252	0.001189400043
253	0.001189400043
254	0.001189400043
255	0.001189400043
256	0.001189400043
257	0.001189400043
258	0.001189400043
259	0.001189400043
260	0.001189400043
261	0.001189400043
262	0.001189400043
263	0.001189400043
264	0.001189400043
265	0.001189400043
266	0.001189400043
267	0.001189400043
268	0.001189400043
269	0.001189400043
270	0.001189400043
271	0.001189400043
272	0.001189400043
273	0.001189400043
274	0.001189400043
275	0.001189400043
276	0.001189400043
277	0.001189400043
278	0.001189400043
279	0.001189400043
280	0.001189400043
281	0.001189400043
282	0.001189400043
283	0.001189400043
284	0.001189400043
285	0.001189400043
286	0.001189400043
287	0.001189400043
288	0.001189400043
289	0.001189400043
290	0.001189400043
291	0.001189400043
292	0.001189400043
293	0.001189400043
294	0.001189400043
295	0.001189400043
296	0.001189400043
297	0.001189400043
298	0.001189400043
299	0.001189400043
300	0.001189400043
301	0.001189400043
302	0.001189400043
303	0.001189400043
304	0.001189400043
305	0.001189400043
306	0.001189400043
307	0.001189400043
308	0.001189400043
309	0.001189400043
310	0.001189400043
311	0.001189400043
312	0.001189400043
313	0.001189400043
314	0.001189400043
315	0.001189400043
316	0.001189400043
317	0.001189400043
318	0.001189400043
319	0.001189400043
320	0.001189400043
321	0.001189400043
322	0.001189400043
323	0.001189400043
324	0.001189400043
325	0.001189400043
326	0.001189400043
327	0.001189400043
328	0.001189400043
329	0.001189400043
330	0.001189400043
331	0.001189400043
332	0.001189400043
333	0.001189400043
334	0.001189400043
335	0.001189400043
336	0.001189400043
337	0.001189400043
338	0.001189400043
339	0.001189400043
340	0.001189400043
341	0.001189400043
342	0.001189400043
343	0.001189400043
344	0.001189400043
345	0.001189400043
346	0.001189400043
347	0.001189400043
348	0.001189400043
349	0.001189400043
350	0.001189400043
351	0.001189400043
352	0.001189400043
353	0.001189400043
354	0.001189400043
355	0.001189400043
356	0.001189400043
357	0.001189400043
358	0.001189400043
359	0.001189400043
360	0.001189400043
361	0.001189400043
362	0.001189400043
363	0.001189400043
364	0.001189400043
365	0.001189400043
366	0.001189400043
367	0.001189400043
368	0.001189400043
369	0.001189400043
370	0.001189400043
371	0.001189400043
372	0.001189400043
373	0.001189400043
374	0.001189400043
375	0.001189400043
376	0.001189400043
377	0.001189400043
378	0.001189400043
379	0.001189400043
380	0.001189400043
381	0.001189400043
382	0.001189400043
383	0.001189400043
384	0.001189400043
385	0.001189400043
386	0.001189400043
387	0.001189400043
388	0.001189400043
389	0.001189400043
390	0.001189400043
391	0.001189400043
392	0.001189400043
393	0.001189400043
394	0.001189400043
395	0.001189400043
396	0.001189400043
397	0.001189400043
398	0.001189400043
399	0.001189400043
400	0.001189400043
401	0.001189400043
402	0.001189400043
403	0.001189400043
404	0.001189400043
405	0.001189400043
406	0.001189400043
407	0.001189400043
408	0.001189400043
409	0.001189400043
410	0.001189400043
411	0.001189400043
412	0.001189400043
413	0.001189400043
414	0.001189400043
415	0.001189400043
416	0.001189400043
417	0.001189400043
418	0.001189400043
419	0.001189400043
420	0.001189400043
421	0.001189400043
422	0.001189400043
423	0.001189400043
424	0.001189400043
425	0.001189400043
426	0.001189400043
427	0.001189400043
428	0.001189400043
429	0.001189400043
430	0.001189400043
431	0.001189400043
432	0.001189400043
433	0.001189400043
434	0.001189400043
435	0.001189400043
436	0.001189400043
437	0.001189400043
438	0.001189400043
439	0.001189400043
440	0.001189400043
441	0.001189400043
442	0.001189400043
443	0.001189400043
444	0.001189400043
445	0.001189400043
446	0.001189400043
447	0.001189400043
448	0.001189400043
449	0.001189400043
450	0.001189400043
451	0.001189400043
452	0.001189400043
453	0.001189400043
454	0.001189400043
455	0.001189400043
456	0.001189400043
457	0.001189400043
458	0.001189400043
459	0.001189400043
460	0.001189400043
461	0.001189400043
462	0.001189400043
463	0.001189400043
464	0.001189400043
465	0.001189400043
466	0.001189400043
467	0.001189400043
468	0.001189400043
469	0.001189400043
470	0.001189400043
471	0.001189400043
472	0.001189400043
473	0.001189400043
474	0.001189400043
475	0.001189400043
476	0.001189400043
477	0.001189400043
478	0.001189400043
479	0.001189400043
480	0.001189400043
481	0.001189400043
482	0.001189400043
483	0.001189400043
484	0.001189400043
485	0.001189400043
486	0.001189400043
487	0.001189400043
488	0.001189400043
489	0.001189400043
490	0.001189400043
491	0.001189400043
492	0.001189400043
493	0.001189400043
494	0.001189400043
495	0.001189400043
496	0.001189400043
497	0.001189400043
498	0.001189400043
499	0.001189400043
500	0.001189400043
501	0.001189400043
502	0.001189400043
503	0.001189400043
504	0.001189400043
505	0.001189400043
506	0.001189400043
507	0.001189400043
508	0.001189400043
509	0.001189400043
510	0.001189400043
511	0.001189400043
512	0.001189400043
513	0.001189400043
514	0.001189400043
515	0.001189400043
516	0.001189400043
517	0.001189400043
518	0.001189400043
519	0.001189400043
520	0.001189400043
521	0.001189400043
522	0.001189400043
523	0.001189400043
524	0.001189400043
525	0.001189400043
526	0.001189400043
527	0.001189400043
528	0.001189400043
529	0.001189400043
530	0.001189400043
531	0.001189400043
532	0.001189400043
533	0.001189400043
534	0.001189400043
535	0.001189400043
536	0.001189400043
537	0.001189400043
538	0.001189400043
539	0.001189400043
540	0.001189400043
541	0.001189400043
542	0.001189400043
543	0.001189400043
544	0.001189400043
545	0.001189400043
546	0.001189400043
547	0.001189400043
548	0.001189400043
549	0.001189400043
550	0.001189400043
551	0.001189400043
552	0.001189400043
553	0.001189400043
554	0.001189400043
555	0.001189400043
556	0.001189400043
557	0.001189400043
558	0.001189400043
559	0.001189400043
560	0.001189400043
561	0.001189400043
562	0.001189400043
563	0.001189400043
564	0.001189400043
565	0.001189400043
566	0.001189400043
567	0.001189400043
568	0.001189400043
569	0.001189400043
570	0.001189400043
571	0.001189400043
572	0.001189400043
573	0.001189400043
574	0.001189400043
575	0.001189400043
576	0.001189400043
577	0.001189400043
578	0.001189400043
579	0.001189400043
580	0.001189400043
581	0.001189400043
582	0.001189400043
583	0.001189400043
584	0.001189400043
585	0.001189400043
586	0.001189400043
587	0.001189400043
588	0.001189400043
589	0.001189400043
590	0.001189400043
591	0.001189400043
592	0.001189400043
593	0.001189400043
594	0.001189400043
595	0.001189400043
596	0.001189400043
597	0.001189400043
598	0.001189400043
599	0.001189400043
600	0.001189400043
601	0.001189400043
602	0.001189400043
603	0.001189400043
604	0.001189400043
605	0.001189400043
606	0.001189400043
607	0.001189400043
608	0.001189400043
609	0.001189400043
610	0.001189400043
611	0.001189400043
612	0.001189400043
613	0.001189400043
614	0.001189400043
615	0.001189400043
616	0.001189400043
617	0.001189400043
618	0.001189400043
619	0.001189400043
620	0.001189400043
621	0.001189400043
622	0.001189400043
623	0.001189400043
624	0.001189400043
625	0.001189400043
626	0.001189400043
627	0.001189400043
628	0.001189400043
629	0.001189400043
630	0.001189400043
631	0.001189400043
632	0.001189400043
633	0.001189400043
634	0.001189400043
635	0.001189400043
636	0.001189400043
637	0.001189400043
638	0.001189400043
639	0.001189400043
640	0.001189400043
641	0.001189400043
642	0.001189400043
643	0.001189400043
644	0.001189400043
645	0.001189400043
646	0.001189400043
647	0.001189400043
648	0.001189400043
649	0.001189400043
650	0.001189400043
651	0.001189400043
652	0.001189400043
653	0.001189400043
654	0.001189400043
655	0.001189400043
656	0.001189400043
657	0.001189400043
658	0.001189400043
659	0.001189400043
660	0.001189400043
661	0.001189400043
662	0.001189400043
663	0.001189400043
664	0.001189400043
665	0.001189400043
666	0.001189400043
667	0.001189400043
668	0.001189400043
669	0.001189400043
670	0.001189400043
